experience,frl,growth
2,51.019606457539034,46.4330703201271
2,74.9631807279453,48.95185887252483
8,58.48739992827328,59.34969164819792
23,51.3751112311511,66.68301658694122
7,76.9344211724634,56.46036710100497
5,39.172200838194556,55.656741905522246
9,42.60963213373229,59.83881742080001
3,52.96136639717093,63.38187581523941
6,57.99910222562397,55.760655198682365
7,24.795021203692862,54.23742240266181
17,47.051448594411944,52.85493188510859
4,32.794243414612446,56.17247064675104
4,62.79090847700679,50.41678587953229
22,36.63705263764362,70.92652510912404
2,62.49024662402788,53.123113992610016
2,70.68642735134861,66.44111315792456
2,52.298270094026776,68.54951512910534
7,67.1871934378095,68.22713694859944
17,32.80642235808727,62.7008729526464
14,69.05247634254488,58.40539136702647
9,65.44722710487378,60.759387031179884
16,52.614475651971205,48.87685129509467
15,57.060987803701096,69.98858715478687
38,5.093874625940046,69.50455908782028
9,41.14311094974252,65.4575361862947
7,95,55.69593085768066
15,62.54956420298571,57.238851499159594
6,54.96368753539929,54.428165013589734
7,79.59279497699919,54.776771555896794
7,58.39415455720604,68.20593180463457
7,70.95819108772075,59.8880766198445
16,72.78666503434049,60.40962872611809
14,83.30920687296367,60.693613586932095
16,23.292772599028737,58.31581061071978
2,76.63161060961798,55.25529185032518
34,29.835358446468057,58.37180458868179
17,56.38762362433069,55.57348428009777
10,74.94640162633716,65.79808110456311
12,34.383146814526434,54.8697706425454
3,44.9199211525563,59.52572666020006
2,52.50006447947462,58.99153603575114
5,52.943483287651155,50.55760774240877
3,26.458657897462647,60.49231292256091
5,40.4009206648121,55.39360539622189
3,66.08775420651942,60.59074906806748
8,83.7600952169831,57.15954710053031
11,85.20349075635069,59.70369178021274
3,48.37924181616383,57.05305100752675
3,56.28370397222425,51.53663446129448
8,83.58600919756748,56.88027665988027
6,77.7090593612997,45.769715847773575
8,58.80212115578419,69.86759416407676
3,43.59885992114592,60.49110566378533
11,42.49366234495011,57.31933518788854
8,69.74962108974223,59.14476272317841
13,67.49125519092587,59.90390922885092
7,61.84549167079966,64.22712685603253
6,78.7986654046532,42.708305387788386
9,49.549053976046764,58.99909341174336
31,21.212068118862177,60.8732785182282
11,55.605146884498005,56.250005161323834
7,69.67548993916111,55.422280871369765
7,37.88554687861304,50.524086124350056
3,50.688382577550946,66.56361748739063
6,62.34332519790335,63.883021802093204
10,69.35330296993503,60.61084683507082
19,53.391021641881345,54.67242059579535
12,26.100395939857155,55.22105637168434
14,80.79512732060303,55.38437390477303
16,60.05730843272279,61.817355139869484
2,44.67446001981014,52.84978899040579
27,53.82376460239465,67.30123270852394
7,40.424527640810815,56.17513884667895
2,66.35148624207908,42.94546237006023
8,94.23041415536352,53.86959833537145
10,71.22589935157566,55.38049151004901
19,79.34962736825,64.80345356111046
15,60.7715212232515,62.86051256300913
6,20.9524530444724,49.22365742880133
6,57.513657536773,59.07987209378392
11,62.805889257669634,56.732588739621484
6,55.08792055347189,56.348462774365885
23,52.337755285463565,65.94489280819565
5,39.223861784751,47.38787073264826
9,68.22702592691913,53.74615688366396
13,39.2917342845984,60.32668924882921
9,24.015405455374548,54.90133770687971
7,55.48743316723247,64.53095737902298
3,33.71191726585457,51.154661311582615
21,76.2426509210023,49.13536789288162
8,70.19850861042312,52.230774681288075
2,31.06348683408855,53.05814600868724
14,48.00640502890807,56.63394879168083
10,45.05762634963164,54.80050970830251
2,81.9213298218386,50.48230981877484
12,38.77678112383939,67.71316488102785
2,64.66421065258977,46.47573274687676
16,49.576834588863825,76.22660934503676
3,28.887518317753916,53.691484055897476
8,95,66.88286725162253
15,5,62.61699511680812
16,49.431113848615034,52.3060844795225
21,77.91733638209494,55.44163029972413
9,51.97217709122577,62.6349503082803
8,77.97678979811963,57.108443833274606
6,64.97196574479622,52.27113618628559
22,69.76435210289729,62.403381281548086
21,53.47978748558317,68.52923375683591
14,47.902128332947584,66.6297830476495
6,42.514158756877485,60.15727550666238
12,41.74712368841639,61.79998874928263
11,64.50053359622807,55.380826680632865
9,70.62318972190147,67.93014941409378
11,70.76150503413831,52.33541055693806
7,62.723620519117,61.10877773181441
10,44.696429566513245,59.82072198390443
12,47.41401397609799,59.27669903937954
4,51.244220234005375,47.53041782128385
7,51.18485565554306,57.859691859622075
1,35.58219155424781,65.09978839670558
12,27.532832211947767,58.61597259180003
